timestamp,open,high,low,close,adj_close,volume,warning
2025-02-03 00:00:00+00:00,296.8,301.6,293.4,301.6,293.4475,5776779,
2025-02-04 00:00:00+00:00,303.0,312.0,302.8,312.0,303.5664,10245455,
2025-02-05 00:00:00+00:00,310.6,310.6,303.4,305.8,297.534,4928588,
2025-02-06 00:00:00+00:00,307.8,309.0,304.2,309.0,300.6475,3680742,
2025-02-07 00:00:00+00:00,310.0,319.4,307.0,316.6,308.042,11034699,
2025-02-10 00:00:00+00:00,316.0,323.0,315.6,320.4,311.7393,8664013,
2025-02-11 00:00:00+00:00,323.8,327.8,317.0,318.0,309.4042,8383454,
2025-02-12 00:00:00+00:00,320.0,336.0,317.8,335.8,326.723,18157542,
2025-02-13 00:00:00+00:00,339.6,340.0,324.4,325.8,316.9934,20004332,
2025-02-14 00:00:00+00:00,332.2,339.8,330.0,339.8,330.6149,17173507,
2025-02-17 00:00:00+00:00,344.2,348.2,335.2,340.8,331.5879,13096595,
2025-02-18 00:00:00+00:00,340.8,346.0,337.2,341.4,332.1717,11286843,
2025-02-19 00:00:00+00:00,337.4,341.2,334.8,338.6,329.4474,6870841,
2025-02-20 00:00:00+00:00,331.6,335.0,327.0,327.6,318.7447,9225408,
2025-02-21 00:00:00+00:00,336.0,351.8,331.4,350.8,341.3176,22590766,
2025-02-24 00:00:00+00:00,348.0,351.8,342.2,345.6,336.2581,11959874,
2025-02-25 00:00:00+00:00,335.6,347.6,333.4,343.8,334.5068,10407773,
2025-02-26 00:00:00+00:00,344.4,364.6,344.4,361.2,351.4365,20626924,
2025-02-27 00:00:00+00:00,363.0,369.4,356.8,365.0,355.1337,17552053,
2025-02-28 00:00:00+00:00,356.8,360.6,346.0,350.0,340.5392,15225066,
2025-03-03 00:00:00+00:00,350.0,352.2,336.0,339.8,330.6149,13377617,
2025-03-04 00:00:00+00:00,336.0,339.6,333.2,337.4,328.2798,9068308,
2025-03-05 00:00:00+00:00,341.6,349.2,338.4,347.6,338.2041,11348257,
2025-03-06 00:00:00+00:00,356.4,366.6,355.8,365.6,355.7175,22196195,
2025-03-07 00:00:00+00:00,363.0,367.8,357.4,359.8,350.0743,10247064,
2025-03-10 00:00:00+00:00,357.2,363.2,350.2,352.6,343.0689,8402110,
2025-03-11 00:00:00+00:00,341.4,351.6,341.4,350.0,340.5392,10948255,
2025-03-12 00:00:00+00:00,352.2,354.8,345.6,349.4,344.7824,7668706,
2025-03-13 00:00:00+00:00,351.6,353.8,341.6,344.2,339.6511,6400647,
2025-03-14 00:00:00+00:00,350.0,357.6,345.6,354.2,349.5189,9410518,
2025-03-17 00:00:00+00:00,363.0,369.8,361.4,365.6,360.7683,14943120,
2025-03-18 00:00:00+00:00,374.2,375.0,370.2,372.2,367.2811,11103657,
2025-03-19 00:00:00+00:00,374.0,380.0,370.0,375.0,370.0441,10283970,
2025-03-20 00:00:00+00:00,377.2,377.8,367.2,369.4,364.5181,11559530,
2025-03-21 00:00:00+00:00,366.0,374.2,357.2,361.0,356.2291,11398713,
2025-03-24 00:00:00+00:00,361.4,361.8,353.6,360.2,355.4396,6575436,
2025-03-25 00:00:00+00:00,357.0,359.0,349.4,351.0,346.3612,7712981,
2025-03-26 00:00:00+00:00,353.6,354.8,350.6,354.0,349.3216,3936129,
2025-03-27 00:00:00+00:00,353.0,362.0,349.6,357.8,353.0714,6054013,
2025-03-28 00:00:00+00:00,360.4,362.0,351.4,353.6,348.9269,6696074,
2025-03-31 00:00:00+00:00,352.0,352.0,341.2,344.8,340.2432,10601725,
2025-04-01 00:00:00+00:00,345.6,351.8,345.6,348.0,343.4009,4679573,
2025-04-02 00:00:00+00:00,345.8,357.2,345.8,353.8,349.1242,5341389,
2025-04-03 00:00:00+00:00,345.0,353.8,342.8,346.4,341.822,11324712,
2025-04-07 00:00:00+00:00,308.8,316.8,293.8,297.0,293.0749,37928230,
2025-04-08 00:00:00+00:00,303.0,304.0,290.8,298.6,294.6537,15650535,
2025-04-09 00:00:00+00:00,287.0,303.8,283.2,301.6,297.6141,15058282,
2025-04-10 00:00:00+00:00,315.0,317.8,306.0,306.8,302.7454,14366044,
2025-04-11 00:00:00+00:00,306.0,318.6,305.2,312.4,308.2714,10182313,
2025-04-14 00:00:00+00:00,320.4,336.0,320.0,334.0,329.5859,17317705,
2025-04-15 00:00:00+00:00,336.0,337.6,327.0,328.4,324.0599,6309054,
2025-04-16 00:00:00+00:00,328.4,331.6,322.6,327.6,323.2705,6425770,
2025-04-17 00:00:00+00:00,327.6,333.8,325.8,331.4,327.0203,5986193,
2025-04-22 00:00:00+00:00,331.4,339.0,328.2,334.6,330.178,7009300,
2025-04-23 00:00:00+00:00,342.6,350.8,339.0,341.6,337.0855,9754193,
2025-04-24 00:00:00+00:00,340.8,342.6,334.4,337.8,333.3357,5403355,
2025-04-25 00:00:00+00:00,339.8,344.8,337.4,338.6,334.1251,5755397,
2025-04-28 00:00:00+00:00,339.8,340.0,332.8,337.0,332.5463,3631677,
