timestamp,open,high,low,close,adj_close,volume,warning
2025-02-03 00:00:00+00:00,93.36,94.7,91.62,94.6,88.7502,2702523,
2025-02-04 00:00:00+00:00,94.54,95.54,93.54,94.66,88.8065,794061,
2025-02-05 00:00:00+00:00,94.46,95.02,91.86,93.38,87.6056,1203209,
2025-02-06 00:00:00+00:00,93.24,96.62,92.74,95.9,89.9698,1599212,
2025-02-07 00:00:00+00:00,96.06,96.96,93.42,93.72,87.9246,1473423,
2025-02-10 00:00:00+00:00,93.52,95.42,93.52,94.32,88.4875,712715,
2025-02-11 00:00:00+00:00,94.14,94.32,92.38,93.34,87.5681,1251586,
2025-02-12 00:00:00+00:00,93.44,94.6,93.2,93.74,87.9433,886419,
2025-02-13 00:00:00+00:00,95.46,100.85,94.76,99.78,93.6098,2809711,
2025-02-14 00:00:00+00:00,98.76,101.65,98.54,100.2,94.0039,1338890,
2025-02-17 00:00:00+00:00,100.35,100.75,99.86,100.4,94.1915,518441,
2025-02-18 00:00:00+00:00,100.75,101.05,99.54,100.3,94.0977,609131,
2025-02-19 00:00:00+00:00,100.15,100.35,97.36,97.46,91.4333,1124343,
2025-02-20 00:00:00+00:00,96.62,98.54,96.2,97.32,91.302,664033,
2025-02-21 00:00:00+00:00,97.58,98.92,97.54,98.9,92.7843,908132,
2025-02-24 00:00:00+00:00,100.45,101.9,99.46,101.45,95.1766,1322898,
2025-02-25 00:00:00+00:00,100.75,106.0,100.3,104.95,98.4601,3519998,
2025-02-26 00:00:00+00:00,105.0,106.3,104.35,105.95,99.3983,1268395,
2025-02-27 00:00:00+00:00,102.95,105.05,102.45,104.3,97.8503,1213354,
2025-02-28 00:00:00+00:00,103.05,106.2,103.0,104.1,97.6627,1647470,
2025-03-03 00:00:00+00:00,103.65,110.0,103.6,106.5,99.9143,2262374,
2025-03-04 00:00:00+00:00,104.4,104.65,101.0,102.1,95.7864,1799683,
2025-03-05 00:00:00+00:00,104.4,108.35,103.75,105.55,99.023,2881119,
2025-03-06 00:00:00+00:00,107.5,110.05,106.85,109.7,102.9164,2386775,
2025-03-07 00:00:00+00:00,108.95,109.8,107.45,108.15,101.4623,1209123,
2025-03-10 00:00:00+00:00,109.9,111.0,107.6,110.15,103.3386,2003526,
2025-03-11 00:00:00+00:00,110.0,114.2,106.5,108.95,102.2128,3133086,
2025-03-12 00:00:00+00:00,109.6,110.1,106.85,109.95,103.151,1647414,
2025-03-13 00:00:00+00:00,108.55,109.65,105.8,107.7,101.0401,1106109,
2025-03-14 00:00:00+00:00,107.15,109.9,105.8,107.65,100.9932,1278874,
2025-03-17 00:00:00+00:00,108.25,110.3,108.05,108.3,101.603,1050403,
2025-03-18 00:00:00+00:00,109.0,110.55,108.65,109.35,102.5881,976900,
2025-03-19 00:00:00+00:00,108.9,109.45,106.8,107.25,100.6179,1336905,
2025-03-20 00:00:00+00:00,107.5,107.9,102.45,102.8,96.4431,1649514,
2025-03-21 00:00:00+00:00,102.7,103.5,100.05,101.45,95.1766,3391711,
2025-03-24 00:00:00+00:00,103.05,103.45,101.35,101.4,95.1297,1034542,
2025-03-25 00:00:00+00:00,102.45,102.95,101.5,102.4,96.0678,641737,
2025-03-26 00:00:00+00:00,103.35,103.35,100.8,100.8,94.5668,600192,
2025-03-27 00:00:00+00:00,97.5,99.9,96.5,99.3,93.1595,1581338,
2025-03-28 00:00:00+00:00,98.56,100.1,96.62,96.96,90.9642,1533715,
2025-03-31 00:00:00+00:00,95.94,95.94,92.7,93.56,87.7745,1780110,
2025-04-01 00:00:00+00:00,94.94,95.48,93.66,94.56,88.7126,858075,
2025-04-02 00:00:00+00:00,93.44,94.32,92.74,94.16,88.3374,684253,
2025-04-03 00:00:00+00:00,91.3,94.0,90.0,90.0,84.4346,2093269,
2025-04-04 00:00:00+00:00,89.3,89.84,84.48,87.5,82.0892,2301167,
2025-04-07 00:00:00+00:00,83.1,91.2,81.68,85.48,80.1941,4298186,
2025-04-08 00:00:00+00:00,87.0,87.74,84.74,85.92,80.6069,1890603,
2025-04-09 00:00:00+00:00,83.9,86.6,83.16,83.84,78.6555,2030018,
2025-04-10 00:00:00+00:00,89.92,91.9,85.22,85.22,79.9502,1991298,
2025-04-11 00:00:00+00:00,86.5,86.5,83.5,85.36,80.0815,1309181,
2025-04-14 00:00:00+00:00,87.32,87.86,86.38,87.36,81.9579,723065,
2025-04-15 00:00:00+00:00,89.72,90.9,88.54,89.3,83.7779,976237,
2025-04-16 00:00:00+00:00,88.48,89.04,87.12,88.84,83.3463,671522,
2025-04-17 00:00:00+00:00,88.38,89.72,87.96,89.54,84.0031,791952,
2025-04-22 00:00:00+00:00,90.86,92.56,90.2,92.4,86.6862,1028959,
2025-04-23 00:00:00+00:00,93.52,95.9,93.38,95.04,89.163,1141557,
2025-04-24 00:00:00+00:00,94.8,96.5,94.62,96.5,90.5327,771731,
2025-04-25 00:00:00+00:00,97.98,98.2,96.84,97.76,91.7148,1737284,
2025-04-28 00:00:00+00:00,98.52,99.56,98.38,98.42,92.3339,909796,
2025-04-29 00:00:00+00:00,97.98,98.94,97.22,97.82,91.771,923314,
