timestamp,open,high,low,close,adj_close,volume,warning
2025-02-03 00:00:00+00:00,284.2,286.8,283.8,285.7,276.5538,971942,
2025-02-04 00:00:00+00:00,285.0,286.5,283.7,286.0,276.8442,970204,
2025-02-05 00:00:00+00:00,286.8,291.3,286.2,291.3,281.9746,1075666,
2025-02-06 00:00:00+00:00,291.8,292.1,286.3,287.7,278.4898,1065308,
2025-02-07 00:00:00+00:00,285.6,290.9,285.5,289.0,279.7482,1380024,
2025-02-10 00:00:00+00:00,288.7,290.6,286.2,290.6,281.297,1248673,
2025-02-11 00:00:00+00:00,289.5,290.4,288.2,288.2,278.9738,1042536,
2025-02-12 00:00:00+00:00,289.5,291.7,288.7,291.7,282.3617,996906,
2025-02-13 00:00:00+00:00,294.1,298.1,292.0,297.8,288.2665,1429493,
2025-02-14 00:00:00+00:00,298.0,298.0,293.3,294.5,285.0721,1636790,
2025-02-17 00:00:00+00:00,295.9,296.0,294.1,294.3,284.8785,764258,
2025-02-18 00:00:00+00:00,294.1,295.2,292.1,294.9,285.4593,826712,
2025-02-19 00:00:00+00:00,298.4,298.4,292.8,294.7,285.2657,1136271,
2025-02-20 00:00:00+00:00,293.0,295.3,289.5,295.3,285.8465,1088006,
2025-02-21 00:00:00+00:00,293.5,298.4,292.8,298.4,288.8473,1864475,
2025-02-24 00:00:00+00:00,297.9,299.1,296.6,298.1,288.5569,928126,
2025-02-25 00:00:00+00:00,298.2,299.8,297.7,299.3,289.7184,1286310,
2025-02-26 00:00:00+00:00,296.9,299.9,296.2,299.9,290.2992,1291908,
2025-02-27 00:00:00+00:00,299.5,300.4,297.7,298.3,288.7505,1224791,
2025-02-28 00:00:00+00:00,296.9,299.2,296.5,299.2,289.6217,2504849,
2025-03-03 00:00:00+00:00,300.9,303.4,298.6,302.6,292.9128,1193081,
2025-03-04 00:00:00+00:00,302.5,304.9,302.0,304.2,294.4616,1436521,
2025-03-05 00:00:00+00:00,301.6,304.2,300.6,303.2,293.4936,1414103,
2025-03-06 00:00:00+00:00,300.4,303.1,297.9,302.7,293.0096,1251606,
2025-03-07 00:00:00+00:00,302.0,307.3,300.3,307.0,297.1719,1222215,
2025-03-10 00:00:00+00:00,306.8,308.7,305.8,307.4,297.5591,1364942,
2025-03-11 00:00:00+00:00,306.3,307.0,295.9,296.5,287.0081,1413155,
2025-03-12 00:00:00+00:00,302.0,313.8,301.3,307.3,297.4623,2700162,
2025-03-13 00:00:00+00:00,306.5,308.0,301.8,303.1,293.3968,1319716,
2025-03-14 00:00:00+00:00,304.3,306.9,300.8,305.8,296.0104,963408,
2025-03-17 00:00:00+00:00,305.6,311.7,305.6,311.1,301.1407,1079245,
2025-03-18 00:00:00+00:00,310.0,312.4,307.6,309.2,299.3015,1539554,
2025-03-19 00:00:00+00:00,307.7,307.9,305.0,306.0,296.204,1056280,
2025-03-20 00:00:00+00:00,306.0,307.8,304.7,306.1,296.3008,1042947,
2025-03-21 00:00:00+00:00,305.5,309.4,305.3,309.2,299.3015,2263981,
2025-03-24 00:00:00+00:00,307.9,308.5,302.9,304.2,294.4616,1164817,
2025-03-25 00:00:00+00:00,304.7,308.7,304.6,305.7,295.9136,1159695,
2025-03-26 00:00:00+00:00,305.0,305.4,300.6,303.0,293.3,1270046,
2025-03-27 00:00:00+00:00,293.6,295.0,291.5,294.4,294.4,1756518,
2025-03-28 00:00:00+00:00,292.7,296.9,292.4,296.7,296.7,1000300,
2025-03-31 00:00:00+00:00,294.1,295.1,289.7,290.5,290.5,1408463,
2025-04-01 00:00:00+00:00,294.1,295.3,290.2,292.4,292.4,1066663,
2025-04-02 00:00:00+00:00,289.1,289.7,284.0,286.8,286.8,1180833,
2025-04-03 00:00:00+00:00,281.8,282.8,277.3,278.5,278.5,2081623,
2025-04-04 00:00:00+00:00,274.9,276.8,260.5,261.8,261.8,2318280,
2025-04-07 00:00:00+00:00,249.1,257.1,241.4,246.1,246.1,3724396,
2025-04-08 00:00:00+00:00,250.5,253.8,246.4,250.0,250.0,2036497,
