timestamp,open,high,low,close,adj_close,volume,warning
2025-02-03 00:00:00+00:00,51100,51400,50800,51000,49923.2064,32344897,
2025-02-04 00:00:00+00:00,51600,53600,51500,52700,51587.3133,27214851,
2025-02-05 00:00:00+00:00,53600,53800,52800,52900,51783.0906,15974885,
2025-02-06 00:00:00+00:00,53400,54000,53200,54000,52859.8656,16466025,
2025-02-07 00:00:00+00:00,53900,54200,53600,53700,52566.1997,14476866,
2025-02-10 00:00:00+00:00,53000,55900,52900,55600,54426.0838,27577591,
2025-02-11 00:00:00+00:00,55500,56300,55000,55700,54523.9725,24596196,
2025-02-12 00:00:00+00:00,55100,55900,54500,55800,54621.8611,26428596,
2025-02-13 00:00:00+00:00,56100,56400,55600,55800,54621.8611,22448377,
2025-02-14 00:00:00+00:00,56000,57300,56000,56000,54817.6384,23979779,
2025-02-17 00:00:00+00:00,56100,56500,55700,56000,54817.6384,11916027,
2025-02-18 00:00:00+00:00,56200,57200,55900,56900,55698.6362,22131007,
2025-02-19 00:00:00+00:00,57400,58900,57300,58700,57460.6317,25395151,
2025-02-20 00:00:00+00:00,59100,59100,58100,58400,57166.9658,21589059,
2025-02-21 00:00:00+00:00,58400,58500,57100,58200,56971.1885,22198428,
2025-02-24 00:00:00+00:00,57300,57700,57200,57300,56090.1907,14138471,
2025-02-25 00:00:00+00:00,56600,57800,56500,57200,55992.3021,14625181,
2025-02-26 00:00:00+00:00,57000,57100,56100,56600,55404.9702,18117091,
2025-02-27 00:00:00+00:00,56500,57100,56200,56300,55111.3043,14975356,
2025-02-28 00:00:00+00:00,55400,55700,54500,54500,53349.3088,28036698,
2025-03-04 00:00:00+00:00,53900,55000,53800,54500,53349.3088,18553933,
2025-03-05 00:00:00+00:00,55100,55400,54000,54000,52859.8656,16578817,
2025-03-06 00:00:00+00:00,54100,54500,54000,54300,53153.5315,12258101,
2025-03-07 00:00:00+00:00,53500,54200,53400,53700,52566.1997,14274992,
2025-03-10 00:00:00+00:00,53500,54800,53500,53700,52566.1997,12921670,
2025-03-11 00:00:00+00:00,52500,54100,52500,53600,52468.311,17740891,
2025-03-12 00:00:00+00:00,53800,55300,53600,54900,53740.8634,17973221,
2025-03-13 00:00:00+00:00,55800,55900,54200,54700,53545.0861,24132151,
