timestamp,open,high,low,close,adj_close,volume,warning
2025-02-03 00:00:00+00:00,21.2,21.21,20.735,21.01,20.9095,3415213,
2025-02-04 00:00:00+00:00,21.12,21.31,21.005,21.22,21.1185,2267776,
2025-02-05 00:00:00+00:00,21.035,21.16,20.82,21.04,20.9393,2747965,
2025-02-06 00:00:00+00:00,21.19,21.405,20.98,21.22,21.1185,2906228,
2025-02-07 00:00:00+00:00,21.195,21.285,20.79,20.945,20.8448,2647555,
2025-02-10 00:00:00+00:00,20.97,21.12,20.85,21.02,20.9194,2209587,
2025-02-11 00:00:00+00:00,20.96,21.005,20.25,20.73,20.6308,3177794,
2025-02-12 00:00:00+00:00,20.885,21.31,20.725,20.98,20.8796,3454432,
2025-02-13 00:00:00+00:00,21.25,21.68,21.15,21.62,21.5166,4895874,
2025-02-14 00:00:00+00:00,21.515,21.655,21.35,21.375,21.2727,3031365,
2025-02-17 00:00:00+00:00,21.235,21.475,21.145,21.395,21.2926,1861894,
2025-02-18 00:00:00+00:00,21.28,21.79,20.98,21.64,21.5365,3080206,
2025-02-19 00:00:00+00:00,21.64,21.675,21.115,21.3,21.1981,2843595,
2025-02-20 00:00:00+00:00,21.345,21.96,21.31,21.675,21.5713,3248730,
2025-02-21 00:00:00+00:00,21.785,22.22,21.74,22.05,21.9445,4048308,
2025-02-24 00:00:00+00:00,22.5,22.605,22.105,22.275,22.1684,2892436,
2025-02-25 00:00:00+00:00,22.245,22.915,22.155,22.64,22.5317,3096172,
2025-02-26 00:00:00+00:00,22.745,23.05,22.575,23.035,22.9248,3037311,
2025-02-27 00:00:00+00:00,22.71,22.81,22.38,22.745,22.6362,3045755,
2025-02-28 00:00:00+00:00,22.585,22.765,22.385,22.71,22.6013,3394930,
2025-03-03 00:00:00+00:00,22.62,24.095,22.54,24.0,23.8852,7320657,
2025-03-04 00:00:00+00:00,23.87,23.97,23.52,23.52,23.4075,5301895,
2025-03-05 00:00:00+00:00,23.08,25.31,22.93,24.49,24.3728,7639988,
2025-03-06 00:00:00+00:00,24.445,25.47,24.0,24.855,24.7361,6339743,
2025-03-07 00:00:00+00:00,24.96,25.13,22.25,23.25,23.1388,11825420,
2025-03-10 00:00:00+00:00,23.44,23.965,23.405,23.555,23.4423,4956259,
2025-03-11 00:00:00+00:00,23.765,24.705,23.545,23.64,23.5269,5511454,
2025-03-12 00:00:00+00:00,23.8,24.005,22.895,23.0,22.89,3641389,
2025-03-13 00:00:00+00:00,22.8,23.05,22.555,22.9,22.7904,2853775,
2025-03-14 00:00:00+00:00,23.15,23.7,22.945,23.285,23.1736,4331140,
2025-03-17 00:00:00+00:00,23.31,23.97,23.31,23.79,23.6762,3791007,
2025-03-18 00:00:00+00:00,24.065,24.965,23.945,24.76,24.6415,4937286,
2025-03-19 00:00:00+00:00,24.62,24.695,24.06,24.385,24.2683,4080725,
2025-03-20 00:00:00+00:00,24.395,24.68,23.825,23.995,23.8802,4123060,
2025-03-21 00:00:00+00:00,23.725,24.13,23.64,24.08,23.9648,6569955,
2025-03-24 00:00:00+00:00,22.87,23.14,21.95,22.41,22.3028,9518732,
2025-03-25 00:00:00+00:00,22.575,23.575,22.575,23.57,23.4572,4447884,
2025-03-26 00:00:00+00:00,23.66,23.74,22.73,22.785,22.676,3043191,
2025-03-27 00:00:00+00:00,22.68,22.79,22.325,22.67,22.5615,2806617,
2025-03-28 00:00:00+00:00,22.6,23.035,22.57,22.57,22.462,2589394,
2025-03-31 00:00:00+00:00,22.32,22.435,21.9,22.07,21.9644,3614873,
2025-04-01 00:00:00+00:00,22.305,22.625,22.16,22.315,22.2082,2372540,
2025-04-02 00:00:00+00:00,22.0,22.0,21.17,21.425,21.3225,4269244,
2025-04-03 00:00:00+00:00,20.935,21.84,20.86,21.265,21.1633,5086707,
2025-04-04 00:00:00+00:00,21.065,21.4,19.66,20.095,19.9989,8929490,
2025-04-07 00:00:00+00:00,18.752,20.795,18.378,19.832,19.7371,13280680,
2025-04-08 00:00:00+00:00,20.08,20.805,19.854,20.405,20.3074,6008416,
